Job_offer,Label
"Rif.: 210705-RD-MI-007Action ICT, società in forte crescita specializzata nella fornitura di servizi informatici alle aziende, per realizzare i propri piani di crescita prevede l'inserimento di sviluppatori REACT JS, ricerca quindi candidati con il seguente profilo professionale:REACT JS DEVELOPER Luogo di lavoro: Milano/da remotoNr. posizioni: 1Inquadramento: Tempo IndeterminatoRetribuzione: Commisurata al livello di esperienzaLe persone selezionate svolgeranno attività di programmazione in React JS, dovranno pertanto avere le seguenti competenze:da 1 a 4 anni di esperienza nel ruolo richiestogradita conoscenza di piattaforme di e-commercegradita ottima conoscenza della lingua inglesepreferenziale laurea in informaticaSi prega di inviare il CV dettagliato in formato europeo, preferibilmente con fototessera, all'indirizzo email hr@action-ict.it autorizzando il trattamento dei dati personali ai sensi dell'art.13 GDPR 679/16 - ""Regolamento europeo sulla protezione dei dati personali"".",Web Developer
"Senior Java Developer

   Con questo ruolo verrai inserito all'interno di un team focalizzato su soluzioni Enterprise realizzate in tecnologie J2EE e Cloud.

   Le tue responsabilità saranno:

   - Disegno e Sviluppo di applicazioni

   - Tradurre i requisiti di Business in soluzioni tecniche avanzate

   - Assicurare la scrittura di codice di qualità

   - Proporre soluzioni innovative/migliorative

   - Mantenere e rifattorizzare soluzioni esistenti",Java Developer
"I candidati verranno scelti tramite una selezione con test numerici e di astrazione.

   Coloro che verranno ritenuti idonei, seguiranno un percorso di formazione aziendale del tutto ""GRATUITO"" sia teorico che pratico finalizzato all'acquisizione delle competenze per la progettazione e lo sviluppo di sistemi software.",Programmer
"Inizialmente lattività potrà essere svolta in Smart Working, ma sarà poi richiesta la presenza on site dal cliente.",Web Developer
"Per potenziare ulteriormente le linee di sviluppo stiamo selezionando cinque (5) figure professionali da inserire nel nostro organico con contratto di lavoro subordinato, con la possibilità di lavorare da remoto anche quando l'emergenza Covid sarà terminata.",Software Engineer
"ETJCA SPA, Agenzia per il Lavoro, Filiale di Reggio Emilia, ricerca per Azienda Cliente: PROGRAMMATORE PER IMPIANTI DI SORVEGLIANZA Si richiede: - Esperienza nel ruolo; - Residenza in zona; - Automunito; Luogo di lavoro: REGGIO EMILIA Si invitano i candidati di entrambi i sessi (L.903/77) a prendere visione dell'informativa sulla privacy https://etjca.it/informativa-per-candidati (art.13, Reg EU 679/2016) pubblicata sul sito www.etjca.it. Etjca S.p.A. (Aut. Min. Prot. N. 1309-SG del 23/02/2005)",Programmer
"Siamo alla ricerca di un Sistemista Networking con profilo CCNP .

   La sede di lavoro sarà in una prima fase da remoto e successivamente in Via Carucci (zona Fonte Laurentina)., L'orario di lavoro sarà su turnazione 08:00- 20:00 (per un totale di 40 h settimanali) dal lun al sab e una settimana di reperibilità al mese.",System Analyst
"AxL business unit di senigallia, ricerca per software House operante nello Smart Building un FULL STACK DEVELOPER.",Web Developer
"AC&D Technologies, società di consulenza informatica, è alla ricerca di un Developer Back End.",Java Developer
"La figura ideale possiede formazione informatica e ha maturato esperienza almeno biennale in ruolo analogo. Saranno valutati anche profili junior, interessati ad un percorso di formazione e specializzazione nel ruolo.",Java Developer
"Sviluppatore Junior appartenente alle Categorie Protette (Legge 68/99), Il candidato si occuperà di: - Gestione di progetti in ambito Java/.NET; - Sviluppo app mobile; - Attività di Frontend e/o di Backend.",Java Developer
"La risorsa lavorerà in un ambiente creativo e, all'interno del team di sviluppatori, contribuirà a raggiungere importanti risultati di business per l'azienda. Nello specifico, si occuperà di realizzazione di prodotti interni con utilizzo di tecnologie open source.",Programmer
"Randstad Technologies, divisione specializzata nella ricerca, selezione e formazione professionale IT di Randstad Italia, ricerca per nostra azienda cliente un profilo di : Sistemista Senior La risorsa laureata preferibilmente in discipline Stem, con esperienza lavorativa di almeno 4/5 anni in contesti mediamente strutturati, svolgerà la sua attività presso azienda cliente con business a forte carattere innovativo . Requisiti ,competenze ed esperienze richieste : La persona che stiamo cercando lavorerà all' interno del centro servizi aziendale ,si dovrà occupare di manutenere l' esercizio dell'infrastruttura tecnologica aziendale (interventi di manutenzione correttiva ed evolutiva), la gestione dei backup dei dati e dei sistemi, il controllo nei riguardi di attacchi (esterni, interni e malfunzionamenti), il supporto a esigenze espresse dal gruppo di ricerca e sviluppo.Dovrà occuparsi della individuazione e di carenze nelle risorse a disposizione, il coordinamento tecnico e il
   supporto tecnico a fornitori terzi che debbano interagire con l'infrastruttura, collaborare all'identificazione di nuove soluzioni tecniche e architetturali per l'infrastruttura tecnologica aziendale. Nello specifico la risorsa , dovrà avere competenze nella gestione di sistemi Linux eterogenei (SystemV, BSD, systemd), di sistemi di virtualizzazione VMware ESXi, di sistemi di network management, di sistemi LDAP e di alberi MS Active Directory.Conoscenze / competenze di base nella gestione di ambienti di containerizzazione (LXC, Docker, Swarm, Kubernetes), di cluster ESX e Microsoft, di sistemi RDBMS, di infrastrutture basate su SNMP, di sistemi di intrusion detection, di sistemi per la continuous integration rappresentano un plus . Sono apprezzate candidature con un approccio al lavoro metodico, con attitudine allo studio e alla redazione di documentazione, animate da curiosità e con la capacità di lavorare in team . Cosa offre il cliente :Sede di Lavoro Roma Sud -
   Contesto lavorativo stimolante dove saranno previste opportunità di formazione continua . Inquadramento a tempo indeterminato con Ral valutabile in base alla seniority con valorizzazione ad personam . Per candidarsi: Il CV dovrà contenere l'autorizzazione al trattamento dei dati personali ai sensi del GDPR UE 2016/679 ed attestazione di veridicità ai sensi del DPR n.445/2000. Il presente annuncio è rivolto ad ambo i sessi, ai sensi della normativa vigente.",System Analyst
"* Sviluppo Backend: Java EE, Springboot;
     * Kafka, Flink, noSQL Database (preferibilmente Cassandra);
     * Sviluppo a Microservizi e deployment Docker.",Programmer
"Java Developer

   La risorsa sarà inserita in un team multidisciplinare che si occuperà di un progetto che svilupperà strumenti di controllo di gestione interno e svilupperà applicazioni utili per strutturare la comunicazione con i clienti, Entrare a fare parte di un team di lavoro che avrà l'obiettivo di ristrutturare gli strumenti di comunicazione interna ed esterna al cliente con la possibilità di diventare il futuro referente per l'area in materia IT.

   - Un clima di lavoro basato sul rispetto reciproco e la condivisione delle informazioni allo scopo di progettare e implementare strumenti utili a differenti processi organizzativi sia interni sia esterni.",Java Developer
"Il candidato ricercato dovrà occupare il ruolo di responsabile dell'ufficio tecnico, coordinare il lavoro di programmazione e sviluppo software della sede italiana ed estera.",Software Engineer
Sistemista da inserire in attività progettuali.,System Analyst
"n. 1 PROGRAMMATORE INFORMATICO.

   Il Nostro Cliente, nell'ottica di ampliare il proprio organico, cerca una Risorsa con una forte passione per il settore informatico, da inserire con tirocinio formativo. La Risorsa dovrà occuparsi della programmazione dei software, verificare il corretto funzionamento del programma e risolvere eventuali bug ed errori.",Programmer
"Il lavoro consisterà nel seguire tutte le fasi di progettazione, delivery e running di progetti anche complessi, eventualmente coordinando e supportando le attività dei fornitori coinvolti.",System Analyst
SOFTWARE ENGINEER - ENTRY LEVEL | .NET | C#,Software Engineer
"In questo contesto e per il potenziamento della struttura, stiamo ricercando diverse figure di Firmware Developer per ricoprire posizioni Junior e Senior.

   Inserito nella Divisione Utility Scale, la figura lavorerà a stretto contatto con i colleghi del Team Hardware per realizzare soluzioni altamente tecnologiche per il controllo o per la generazione dell'energia., Nello specifico, il candidato sarà responsabile dell'architettura, dello sviluppo e della maitenance di sistemi embedded firmware (microcontrollori/DSPs) per real time power processing system, collaborando alla conseguente validazione del software e realizzandone la relativa documentazione.

   Fondamentale assume dunque l'esperienza su power converters, su communication interfaces/protocols nel settore industriale (SPI, Modbus, RS485, CAN, I2C,...), sui componenti e le periferiche dei più comuni microcontrollori (PWM, ACD, Timers,..), nonché su linguaggi di programmazione C / C++.",Software Engineer
"ANALISTA PROGRAMMATORE/TRICE SENIOR

   Gli analisti verranno inviati in missione presso aziende clienti dislocate sulla città di Firenze.",Java Developer
"La risorsa inserita si occuperà della creazione della piattaforma di e-commerce internazionale assieme a un team di sviluppatori front-end e back-end.
     * Analizza le esigenze degli utenti finali e progetta, testa e sviluppa software per soddisfare la domanda *
     * Sviluppa e mantiene siti Web ed e-commerce nuovi ed esistenti *
     * Collabora con gli amministratori di database per progettare database relazionali *
     * Scrive piani di test e casi di test di accettazione dell'utente per la garanzia della qualità *
     * Crea standard di progettazione e codifica per garantire la coerenza tra le applicazioni *
     * Migliora le prestazioni delle applicazioni tramite test",Web Developer
"La risorsa si occuperà di analisi e progettazione per lo sviluppo di soluzioni digital efficienti ed efficaci. Supporterà l'evoluzione delle nuove soluzioni digitali ICT in tutta l'azienda, al fine di migliorare la strategia aziendale., · Progettare, implementare e testare la piattaforma di e-commerce e le relative funzionalità del prodotto in uno scenario end-to-end integrato con SAP Commerce Cloud (Hybris), Adobe AEM, sistemi di backend (ERP, CRM, ecc.), Web Apps / Portal, Mobile App e applicazioni cloud.

   · Collaborare con i system architect per analizzare il contesto aziendale (strategia e tendenze aziendali) e definire lo stato futuro dell'architettura delle soluzioni applicative.

   · Collaborare con team interfunzionali per creare una nuova piattaforma digitale global e le relative applicazioni di back-end e di ecommerce correlate

   · Creare e mantenere la documentazione di sviluppo e progettazione delle soluzioni applicative pertinenti",Web Developer
"Project Description:
   LLD, Software implementation, management, troubleshooting and analysis of Cisco ACI
   Service/Project Specification: The Network Engineer will coordinate delivery activities carried by GDC Operation Team specifically related to the SPE2 Migration Project, to migrate NVI and ToC environment from HPE12k to new ACI fabric in SPE2",System Analyst
"Randstad Technologies, divisione specializzata nella ricerca, selezione e formazione professionale IT di Randstad Italia, ricerca per nostra azienda cliente un profilo di : IMS - Digital Solutions - IoT Architect La risorsa che stiamo cercando, per azienda leader nel campo delle Utilities, per la sede di Roma, -IoT Architect - è da inserire all'interno della Direzione INNOVATION & MARKET SOLUTIONS all'interno della Struttura Digital Solutions che si occupa di principalmente di definire la Digital Strategy di Gruppo al fine di cogliere le opportunità offerte dalle nuove tecnologie; identificare le aree in cui la trasformazione digitale può incidere sull'efficacia ed efficienza delle attività del business, e promuovere un nuovo approccio supportando la semplificazione del lavoro delle strutture aziendali attraverso l'adozione e utilizzo degli strumenti della Digital Transformation. La persona che entrerà nel ruolo si occuperà di: - raccogliere e modellare i requisiti per la
   definizione e la progettazione di architetture IoT- analisi dei requisiti per l'evoluzione della piattaforma IoT e per il colloquio con i sistemi di campo- definizione delle interfacce fra l'infrastruttura dei sistemi di campo e i sistemi Legacy La persona che entrerà nel ruolo lavorerà in sinergia con le altre strutture aziendali di Terna responsabili della definizione dei Business Need e relativi Use Cases per l'identificazione e la valutazione di sinergie con la Piattaforma IoT; si interfaccerà con gli stakeholders interni e, all'esterno, con fornitori per i progetti sui quali è coinvolto. I candidati dovranno essere in possesso dei seguenti requisiti: - Laurea triennale/magistrale in Ingegneria (Informatica, Elettronica, Telecomunicazioni), Informatica, Sistemi informatici, Matematica, Fisica o settore correlato- Almeno 3/4 anni di esperienza in almeno 3 delle seguenti aree:- Conoscenza di piattaforme IoT con focalizzazione sulla data ingestion- Conoscenza dei
   principali prodotti per data stream (KAFKA) e dei principali prodotti NOSQL DB (es. MongoDB)- Conoscenza dei protocolli applicativi di campo (IEC61870-5-104, IEC61850)- Raccolta requisiti per definizione architetture IoT e infrastrutture di sistemi di campo- Ottima conoscenza del Pacchetto Office, in particolare di Word, Excel, Project- Buona conoscenza della lingua inglese (parlata e scritta)- Capacità di costruzione di data model e diagrammi di architettura (logici e funzionali) Costituiscono un plus la conoscenza di Phyton e la conoscenza delle principali architetture cloud native e dei seguenti prodotti Redhat (Openstack, Openshift), Vmware (vsphere, cloud foundation, NSX). Completano il profilo buone capacità di relazione, doti organizzative, oltre che flessibilità, proattività ed orientamento al risultato. Cosa offre il cliente :Sede di Lavoro Roma - Contesto lavorativo stimolante dove saranno previste opportunità di formazione continua .
   Inquadramento a tempo indeterminato con Ral valutabile in base alla seniority del candidato/a. Per candidarsi: Il CV dovrà contenere l'autorizzazione al trattamento dei dati personali ai sensi del GDPR UE 2016/679 ed attestazione di veridicità ai sensi del DPR n.445/2000. Il presente annuncio è rivolto ad ambo i sessi, ai sensi della normativa vigente.",Software Engineer
